Opentime,Open_EOS,fr_EOS,Open_NEO,fr_NEO
2020-04-03,2.291,0.00030000000000000003,6.967,-7.070000000000001e-05
2020-04-04,2.333,0.00030000000000000003,7.02,0.00030000000000000003
2020-04-05,2.358,0.00030000000000000003,7.203,0.00030000000000000003
2020-04-06,2.351,0.00030000000000000003,7.019,0.00030000000000000003
2020-04-07,2.759,0.00030000000000000003,7.829,0.00030000000000000003
2020-04-08,2.632,0.00030000000000000003,7.719,0.00027522
2020-04-09,2.749,0.00030000000000000003,7.998,0.00030000000000000003
2020-04-10,2.723,0.00030000000000000003,8.027,0.00030000000000000003
2020-04-11,2.492,0.00030000000000000003,7.3,0.00030000000000000003
2020-04-12,2.507,0.00030000000000000003,7.295,-0.00031130000000000003
2020-04-13,2.498,0.00030000000000000003,7.358,-7.81999999999999e-06
2020-04-14,2.441,0.00030000000000000003,7.277,0.00030000000000000003
2020-04-15,2.465,0.00030000000000000003,7.253,0.00030000000000000003
2020-04-16,2.399,0.00030000000000000003,6.987,0.00030000000000000003
2020-04-17,2.659,0.00030000000000000003,7.61,0.00017822
2020-04-18,2.614,0.00030000000000000003,7.459,0.00030000000000000003
2020-04-19,2.73,0.00030000000000000003,7.885,0.00030000000000000003
2020-04-20,2.597,0.00030000000000000003,7.614,0.00030000000000000003
2020-04-21,2.507,0.00030000000000000003,7.201,0.00030000000000000003
2020-04-22,2.52,0.00030000000000000003,7.221,0.00030000000000000003
2020-04-23,2.625,0.00030000000000000003,7.536,0.00030000000000000003
2020-04-24,2.682,0.00030000000000000003,7.857,0.00129668
2020-04-25,2.708,0.00030000000000000003,8.078,0.0012269400000000001
2020-04-26,2.705,0.00030000000000000003,8.438,0.00030000000000000003
2020-04-27,2.739,0.00030000000000000003,8.638,0.00030000000000000003
2020-04-28,2.745,0.00032153,8.427,0.00030000000000000003
2020-04-29,2.764,0.00056105,8.472,0.00052066
2020-04-30,3.011,0.0004324,9.227,0.00062618
2020-05-01,2.822,0.00030000000000000003,8.897,0.00030106
2020-05-02,2.874,0.00047075999999999997,9.02,0.00171186
2020-05-03,2.944,0.00067524,9.239,0.00090182
2020-05-04,2.838,0.00030000000000000003,9.077,0.00030000000000000003
2020-05-05,2.772,0.00030000000000000003,9.007,0.00030000000000000003
2020-05-06,2.772,0.00039119000000000003,9.098,0.00030000000000000003
2020-05-07,2.653,0.00030000000000000003,9.134,0.00030000000000000003
2020-05-08,2.758,0.0008916099999999999,9.89,2.1049999999999997e-05
2020-05-09,2.756,0.00212669,11.291,0.00030000000000000003
2020-05-10,2.753,0.00045703,10.99,0.00036685
2020-05-11,2.443,0.00030000000000000003,9.727,0.0008589100000000001
2020-05-12,2.397,0.00030000000000000003,9.633,0.00148379
2020-05-13,2.44,0.00030000000000000003,10.018,0.00053297
2020-05-14,2.524,0.00030000000000000003,10.284,0.00030000000000000003
2020-05-15,2.622,0.00030000000000000003,10.191,0.00030000000000000003
2020-05-16,2.583,0.00030000000000000003,10.041,0.00030000000000000003
2020-05-17,2.634,0.00030000000000000003,9.999,0.00030000000000000003
2020-05-18,2.618,0.00030000000000000003,10.149,0.00030000000000000003
2020-05-19,2.666,0.00030000000000000003,10.255,0.00030000000000000003
2020-05-20,2.655,0.00030000000000000003,10.309,0.00030499
2020-05-21,2.598,0.00030000000000000003,10.132,0.00030000000000000003
2020-05-22,2.461,0.00030000000000000003,9.539,0.00028722000000000003
2020-05-23,2.595,0.00030000000000000003,10.385,0.00030000000000000003
2020-05-24,2.561,0.00030000000000000003,10.205,0.00101716
2020-05-25,2.486,0.00030000000000000003,9.629,0.00030000000000000003
2020-05-26,2.528,0.00030000000000000003,9.916,0.00030000000000000003
2020-05-27,2.503,0.00030000000000000003,9.934,0.00030000000000000003
2020-05-28,2.573,0.00030000000000000003,10.008,0.00030000000000000003
2020-05-29,2.613,0.00030000000000000003,10.433,0.00030000000000000003
2020-05-30,2.616,0.00030000000000000003,10.238,0.00030000000000000003
2020-05-31,2.773,0.00030000000000000003,11.046,0.00057437
2020-06-01,2.673,0.00030000000000000003,10.934,0.00030000000000000003
2020-06-02,2.823,0.00110401,12.445,0.00190764
2020-06-03,2.677,0.00030000000000000003,12.103,0.00053114
2020-06-04,2.696,0.00030000000000000003,12.401,0.00092464
2020-06-05,2.724,0.00030000000000000003,12.188,0.00052956
2020-06-06,2.818,0.00073008,11.809,0.00030000000000000003
2020-06-07,2.801,0.00030000000000000003,11.811,0.00030000000000000003
2020-06-08,2.809,0.00030000000000000003,11.786,0.00054919
2020-06-09,2.79,0.00030000000000000003,11.664,0.00091917
2020-06-10,2.752,0.00030000000000000003,12.038,0.00092284
2020-06-11,2.757,0.00030000000000000003,11.95,0.00095794
2020-06-12,2.515,0.00030000000000000003,10.699,0.00030000000000000003
2020-06-13,2.598,0.00030000000000000003,10.92,0.00030000000000000003
2020-06-14,2.606,0.00030000000000000003,11.081,0.00030000000000000003
2020-06-15,2.568,0.00030000000000000003,10.617,0.00040182
2020-06-16,2.532,0.00030000000000000003,10.421,0.00030000000000000003
2020-06-17,2.554,0.00030000000000000003,10.575,0.00030000000000000003
2020-06-18,2.568,0.00030000000000000003,10.589,0.00030000000000000003
2020-06-19,2.537,0.00030000000000000003,10.416,0.00030000000000000003
2020-06-20,2.524,0.00030000000000000003,10.264,0.00030000000000000003
2020-06-21,2.534,0.00030000000000000003,10.277,0.00030000000000000003
2020-06-22,2.515,0.00030000000000000003,10.306,0.00030000000000000003
2020-06-23,2.585,0.00030000000000000003,10.796,0.00034428
2020-06-24,2.572,0.00030000000000000003,10.959,0.00030845
2020-06-25,2.501,0.00030000000000000003,10.49,0.00030061
2020-06-26,2.479,0.00030000000000000003,10.338,0.00030000000000000003
2020-06-27,2.481,0.00030000000000000003,10.198,0.00030000000000000003
2020-06-28,2.331,0.00030000000000000003,9.699,0.00030000000000000003
2020-06-29,2.367,0.00030000000000000003,10.033,0.00030000000000000003
2020-06-30,2.379,0.00030000000000000003,10.21,0.00030000000000000003
2020-07-01,2.367,0.00030000000000000003,10.037,0.00030000000000000003
2020-07-02,2.376,0.00030000000000000003,10.151,0.00030000000000000003
2020-07-03,2.358,0.00030000000000000003,9.922,0.00030000000000000003
2020-07-04,2.416,0.00030000000000000003,9.778,0.00030000000000000003
2020-07-05,2.459,0.00030000000000000003,9.972,0.00030000000000000003
2020-07-06,2.408,0.00030000000000000003,10.075,0.00030000000000000003
2020-07-07,2.61,0.00030000000000000003,10.581,0.00030000000000000003
2020-07-08,2.56,0.00030000000000000003,10.585,0.00270594
2020-07-09,2.68,0.00030000000000000003,11.1,0.00147139
2020-07-10,2.65,0.00030000000000000003,10.781,0.00030000000000000003
2020-07-11,2.624,0.00035103,10.514,0.00096401
2020-07-12,2.623,0.00030000000000000003,10.754,0.00080239
2020-07-13,2.62,0.00030000000000000003,10.805,0.00224914
2020-07-14,2.554,0.00030000000000000003,10.671,0.00030000000000000003
2020-07-15,2.56,0.00030000000000000003,10.849,0.0009215100000000001
2020-07-16,2.538,0.00030000000000000003,11.017,0.0008721299999999999
2020-07-17,2.502,0.00030000000000000003,10.709,0.00030000000000000003
2020-07-18,2.496,0.00030000000000000003,10.587,0.00048853
2020-07-19,2.502,0.00030000000000000003,10.549,0.00030000000000000003
2020-07-20,2.586,0.00030000000000000003,10.673,0.00054657
2020-07-21,2.564,0.00030000000000000003,10.389,0.00044208
2020-07-22,2.624,0.00030000000000000003,11.211,0.00101556
2020-07-23,2.662,0.001232,11.58,0.00179116
2020-07-24,2.656,0.00120271,11.455,0.00123922
2020-07-25,2.598,0.00118358,11.122,0.00063671
2020-07-26,2.732,0.00268522,11.618,0.00243125
2020-07-27,2.715,0.002303,11.633,0.0017824
2020-07-28,2.851,0.0035298,11.652,0.00210222
2020-07-29,3.001,0.0034668399999999997,11.75,0.00356638
2020-07-30,3.028,0.0027075099999999998,11.675,0.00196745
2020-07-31,3.05,0.00272004,11.788,0.0019765299999999998
2020-08-01,3.098,0.0024500900000000003,12.267,0.00226208
2020-08-02,3.307,0.00194611,13.424,0.00350269
2020-08-03,2.948,0.00100225,12.195,0.00121997
2020-08-04,3.05,0.00156605,12.419,0.00206836
2020-08-05,3.042,0.0017243599999999999,12.569,0.00202194
2020-08-06,3.057,0.00226605,12.881,0.00235992
2020-08-07,3.093,0.0017865799999999999,12.975,0.00165405
2020-08-08,3.013,0.00043892,12.867,0.00098137
2020-08-09,3.068,0.0008975299999999999,13.17,0.00256391
2020-08-10,3.031,0.0019172999999999998,13.036,0.00388686
2020-08-11,3.242,0.00219126,14.563,0.00487704
2020-08-12,3.009,0.00046067,13.732,0.00103725
2020-08-13,3.029,0.0012024599999999998,14.35,0.00196037
2020-08-14,3.142,0.00291312,14.572,0.00658961
2020-08-15,3.268,0.00380706,14.847,0.00439731
2020-08-16,3.728,0.00280029,15.114,0.00374079
2020-08-17,3.885,0.0028493299999999997,15.537,0.00259241
2020-08-18,3.781,0.00228269,16.56,0.00235709
2020-08-19,3.581,0.00108505,16.124,0.00040966
2020-08-20,3.352,0.0007693800000000001,15.856,0.00033009
2020-08-21,3.447,0.00048059000000000003,17.86,0.00030000000000000003
2020-08-22,3.256,0.00045704999999999997,16.393,0.00030000000000000003
2020-08-23,3.364,0.00032816000000000003,18.963,0.00030000000000000003
2020-08-24,3.325,0.00072588,18.167,0.00062132
2020-08-25,3.388,0.0004542,18.087,0.00082207
2020-08-26,3.122,0.00030000000000000003,17.025,0.00032872
2020-08-27,3.121,0.00030627,17.341,0.00030000000000000003
2020-08-28,2.983,0.00030000000000000003,17.673,0.00030000000000000003
2020-08-29,3.12,0.0006587800000000001,18.325,0.00044639
2020-08-30,3.129,0.00075968,21.126,0.0009076099999999999
2020-08-31,3.266,0.00131161,20.684,0.00206674
2020-09-01,3.213,0.00195889,20.455,0.00235213
2020-09-02,3.475,0.00198933,21.537,0.00198818
2020-09-03,3.106,0.00030000000000000003,20.35,0.00079287
2020-09-04,2.612,0.00030000000000000003,17.707,0.00030000000000000003
2020-09-05,2.994,0.00030000000000000003,18.908,0.00030000000000000003
2020-09-06,2.94,0.00030000000000000003,16.952,0.00030000000000000003
2020-09-07,2.903,0.00030000000000000003,17.145,0.00029916000000000003
2020-09-08,2.854,0.00030000000000000003,18.221,0.00030000000000000003
2020-09-09,2.761,0.00030000000000000003,17.12,0.00030000000000000003
2020-09-10,2.75,0.00030000000000000003,17.272,0.00030000000000000003
2020-09-11,2.776,0.00030000000000000003,18.47,0.00030000000000000003
2020-09-12,2.785,0.00030000000000000003,20.34,0.00030000000000000003
2020-09-13,2.806,0.00030000000000000003,21.729,0.00030000000000000003
2020-09-14,2.727,0.00030000000000000003,20.345,0.00030000000000000003
2020-09-15,2.733,0.00030000000000000003,22.07,0.00030000000000000003
2020-09-16,2.704,0.00030000000000000003,20.263,0.00030000000000000003
2020-09-17,2.714,0.00030000000000000003,20.985,0.00030000000000000003
2020-09-18,2.739,0.00030000000000000003,23.857,0.00049154
2020-09-19,2.692,0.00030000000000000003,25.328,-0.0010790300000000001
2020-09-20,2.704,0.00030000000000000003,24.504,-0.00072525
2020-09-21,2.674,0.00030000000000000003,23.563,0.00030000000000000003
2020-09-22,2.506,0.00030000000000000003,20.072,-0.0008350899999999999
2020-09-23,2.57,0.00030000000000000003,20.193,-0.00172521
2020-09-24,2.442,0.00030000000000000003,19.643,-0.00048022
2020-09-25,2.534,0.00030000000000000003,21.752,-0.0034626500000000003
2020-09-26,2.546,0.00030000000000000003,21.271,-0.00202495
2020-09-27,2.566,0.00030000000000000003,20.912,-0.00460883
2020-09-28,2.591,0.00030000000000000003,21.096,-0.00458269
2020-09-29,2.562,0.00030000000000000003,20.092,-0.00444936
2020-09-30,2.601,0.00030000000000000003,19.647,-0.00044719
2020-10-01,2.579,0.00030000000000000003,19.073,-0.00061303
2020-10-02,2.545,0.00030000000000000003,18.743,-0.00166061
2020-10-03,2.479,0.00030000000000000003,18.07,-0.00079392
2020-10-04,2.477,0.00030000000000000003,17.771,-0.00111228
2020-10-05,2.517,0.00030000000000000003,18.104,-0.00046493999999999995
2020-10-06,2.527,0.00030000000000000003,17.614,-0.0017009899999999999
2020-10-07,2.696,0.00030000000000000003,16.556,0.00027364
2020-10-08,2.643,0.00030000000000000003,16.77,0.00030000000000000003
2020-10-09,2.606,0.00030000000000000003,17.037,0.00030000000000000003
2020-10-10,2.641,0.00030000000000000003,17.389,0.00030000000000000003
2020-10-11,2.643,0.00030000000000000003,17.539,0.00030000000000000003
2020-10-12,2.659,0.00030000000000000003,17.772,0.00030000000000000003
2020-10-13,2.646,0.00030000000000000003,17.993,0.00030000000000000003
2020-10-14,2.641,0.00030000000000000003,17.599,0.00030000000000000003
2020-10-15,2.608,0.00030000000000000003,16.958,0.00030000000000000003
2020-10-16,2.6,0.00030000000000000003,17.237,-0.00043745
2020-10-17,2.539,0.00030000000000000003,17.02,0.00030000000000000003
2020-10-18,2.524,0.00030000000000000003,17.189,0.00030000000000000003
2020-10-19,2.547,0.00033039,17.42,0.00030000000000000003
2020-10-20,2.583,0.00059105,17.566,0.00027486000000000003
2020-10-21,2.528,0.00067142,16.949,0.00020294
2020-10-22,2.608,0.00117579,18.318,0.00042785
2020-10-23,2.673,0.00098726,18.673,0.00030000000000000003
2020-10-24,2.643,0.00099658,18.13,0.00034056
2020-10-25,2.664,0.00107233,18.32,0.00046556000000000006
2020-10-26,2.711,0.00069146,17.881,0.00030000000000000003
2020-10-27,2.631,0.00030000000000000003,17.085,0.00030000000000000003
2020-10-28,2.674,0.00040182,17.017,0.00030000000000000003
2020-10-29,2.656,0.00043288,15.866,0.00030000000000000003
2020-10-30,2.64,0.00030000000000000003,15.279,0.00030000000000000003
2020-10-31,2.505,0.00030000000000000003,14.778,0.00013775000000000001
2020-11-01,2.528,0.00030000000000000003,14.692,0.00022701
2020-11-02,2.518,0.00030000000000000003,14.945,0.0006332800000000001
2020-11-03,2.432,0.00025104,15.218,0.00030000000000000003
2020-11-04,2.364,0.00030000000000000003,14.676,-0.00020018999999999997
2020-11-05,2.351,0.00030000000000000003,14.047,0.00026979
2020-11-06,2.449,0.0009236699999999999,14.395,0.00030000000000000003
2020-11-07,2.537,0.00166116,15.744,0.00043498
2020-11-08,2.499,0.00030000000000000003,14.841,0.00030000000000000003
2020-11-09,2.537,0.00030000000000000003,15.452,0.00030000000000000003
2020-11-10,2.5,0.00047872999999999997,15.39,0.00030000000000000003
2020-11-11,2.501,0.00072622,15.591,0.00030000000000000003
2020-11-12,2.5,0.00045015999999999996,15.374,0.00030000000000000003
2020-11-13,2.465,0.0003765,15.442,8.630000000000004e-06
2020-11-14,2.602,0.00041171999999999997,16.002,-0.00011745999999999998
2020-11-15,2.538,0.00030000000000000003,15.673,-0.00010865999999999999
2020-11-16,2.499,0.00030000000000000003,15.29,-0.00053012
2020-11-17,2.584,0.00034079,15.707,0.00012643000000000002
2020-11-18,2.72,0.00069551,16.15,0.00030000000000000003
2020-11-19,2.639,0.00030000000000000003,15.719,0.00030000000000000003
2020-11-20,2.639,0.00064693,16.079,0.00030000000000000003
2020-11-21,2.784,0.00118844,16.441,0.00050708
2020-11-22,3.241,0.00275508,18.339,0.00051652
2020-11-23,3.069,0.0040387900000000004,17.221,0.00211674
2020-11-24,3.383,0.00224425,19.17,0.0041872
2020-11-25,3.607,0.00213797,20.55,0.00278353
2020-11-26,3.429,0.00030000000000000003,19.724,0.00067452
2020-11-27,2.952,0.00030000000000000003,17.21,0.00030000000000000003
2020-11-28,2.873,0.00030000000000000003,17.102,0.00030000000000000003
2020-11-29,2.997,0.00030000000000000003,17.515,0.00030000000000000003
2020-11-30,3.033,0.00044558,17.692,0.00030000000000000003
2020-12-01,3.263,0.00100484,18.597,0.00039265
2020-12-02,2.995,0.00030000000000000003,17.531,0.00030000000000000003
2020-12-03,3.057,0.0009704,18.025,0.00030000000000000003
2020-12-04,3.084,0.0006334600000000001,18.853,0.00030000000000000003
2020-12-06,3.011,0.0002,17.978,0.00030000000000000003
2020-12-07,3.0,0.00077344,17.896,0.00030000000000000003
2020-12-08,2.953,0.00043844,17.466,0.00030000000000000003
2020-12-09,2.804,0.00030000000000000003,16.457,0.00030000000000000003
2020-12-10,2.811,0.00030000000000000003,16.892,0.00030000000000000003
2020-12-11,2.742,0.00030000000000000003,16.248,0.00030000000000000003
2020-12-12,2.696,0.00030000000000000003,15.903,0.00030000000000000003
2020-12-13,2.769,0.00030000000000000003,16.467,0.00030000000000000003
2020-12-14,2.853,0.00030000000000000003,17.277,0.00030000000000000003
2020-12-15,2.849,0.00030049,17.4,0.00030000000000000003
2020-12-16,2.863,0.00047144000000000005,17.109,0.00030000000000000003
2020-12-17,3.105,0.0022159099999999998,17.98,0.0018001100000000002
2020-12-18,3.045,0.00207344,17.785,0.00113538
2020-12-19,3.063,0.00215622,17.937,0.00290238
2020-12-20,3.056,0.00201606,17.858,0.00188612
2020-12-21,3.138,0.00136337,17.553,0.0012740800000000001
2020-12-22,2.933,0.0004938,16.544,0.00030000000000000003
2020-12-23,2.899,0.00030000000000000003,16.536,0.00030000000000000003
2020-12-24,2.312,-1.8800000000000023e-06,13.448,0.00030000000000000003
2020-12-25,2.667,0.00030000000000000003,15.245,0.00030000000000000003
2020-12-26,2.667,0.00030000000000000003,15.163,-0.00108979
2020-12-27,2.614,0.00055168,14.957,0.00030000000000000003
2020-12-28,2.72,0.00111381,15.114,0.00030000000000000003
2020-12-29,2.767,0.00055852,15.626,0.00030000000000000003
2020-12-30,2.643,0.00058615,15.059,0.00030000000000000003
2020-12-31,2.616,0.00065169,14.719,0.00030000000000000003
2021-01-01,2.593,0.00090172,14.249,0.00030000000000000003
2021-01-02,2.64,0.00106265,14.451,0.00030000000000000003
2021-01-03,2.633,0.00283681,14.43,0.00165393
2021-01-04,2.806,0.00420018,16.049,0.00264212
2021-01-05,2.823,0.0017213,16.369,0.00030000000000000003
2021-01-06,2.888,0.00445916,16.871,0.0032058599999999996
2021-01-07,3.38,0.00414427,19.602,0.00636071
2021-01-08,3.202,0.00237743,20.976,0.00181512
2021-01-09,3.113,0.0027854200000000003,19.793,0.00284855
2021-01-10,3.626,0.00609521,21.372,0.00277128
2021-01-11,3.063,0.0010332100000000001,24.94,0.00030000000000000003
2021-01-12,2.67,0.00034796,23.697,0.00091525
2021-01-13,2.597,0.0006633,22.156,0.00044519000000000004
2021-01-14,2.771,0.0007376399999999999,23.251,0.00174477
2021-01-15,2.813,0.00148403,23.16,0.00245494
2021-01-16,2.759,0.00136329,23.452,0.0012879900000000001
2021-01-17,2.78,0.00126628,23.621,0.00151178
2021-01-18,2.768,0.00217431,23.868,0.00293852
2021-01-19,2.82,0.00442922,27.162,0.0060373399999999995
2021-01-20,2.794,0.00186475,26.314,0.00169087
2021-01-21,2.78,0.00129405,26.099,0.00030000000000000003
2021-01-22,2.547,0.00030000000000000003,22.111,0.00030000000000000003
2021-01-23,2.626,0.00067008,23.427,0.00033702000000000005
2021-01-24,2.705,0.0009564700000000001,24.457,0.0022651900000000003
2021-01-25,2.717,0.00175973,24.475,0.00247586
2021-01-26,2.652,0.0013411800000000002,23.306,0.00030000000000000003
2021-01-27,2.632,0.00078934,23.18,0.00030000000000000003
2021-01-28,2.503,0.00058466,21.04,0.00030000000000000003
2021-01-29,2.711,0.00241341,22.248,0.0008698299999999999
2021-01-30,2.728,0.00128238,22.607,0.00118205
2021-01-31,2.934,0.00237435,22.912,0.00213387
2021-02-01,2.933,0.00300416,22.337,0.00253779
2021-02-02,3.06,0.00334988,23.138,0.00405335
2021-02-03,3.001,0.00537229,23.764,0.00642588
2021-02-04,3.07,0.00321278,24.76,0.00521704
2021-02-05,3.028,0.0038160299999999998,23.786,0.0078388
2021-02-06,3.319,0.00364933,26.13,0.006062359999999999
2021-02-07,3.217,0.0029857399999999997,24.895,0.00338828
2021-02-08,3.444,0.00371257,24.557,0.004377300000000001
2021-02-09,3.604,0.0053595299999999995,27.499,0.01005543
2021-02-10,4.176,0.00676505,31.156,0.00999597
2021-02-11,4.134,0.00358203,33.514,0.00467991
2021-02-12,4.592,0.00523008,36.385,0.0071768299999999995
2021-02-13,4.761,0.00550945,37.691,0.008395350000000001
2021-02-14,5.572,0.00564542,42.598,0.008509300000000001
2021-02-15,5.076,0.0013811500000000003,44.075,0.0031892
2021-02-16,4.719,0.00288262,41.634,0.00214092
2021-02-17,4.646,0.00264542,41.053,0.00365454
2021-02-18,4.849,0.00550166,42.702,0.00795798
2021-02-19,4.826,0.0053402499999999995,43.912,0.007702229999999999
2021-02-20,5.234,0.00548169,47.971,0.01026683
2021-02-21,4.843,0.00126378,43.856,0.00451084
2021-02-22,5.109,0.0009846500000000001,54.991,0.0018537900000000001
2021-02-23,4.691,0.00022575,46.988,0.00030000000000000003
2021-02-24,3.849,0.00030000000000000003,38.691,0.00030000000000000003
2021-02-25,3.887,0.00030000000000000003,40.662,0.00030000000000000003
2021-02-26,3.67,0.00030000000000000003,38.476,0.00030000000000000003
2021-02-27,3.55,0.00030000000000000003,37.661,0.00035272
2021-02-28,3.674,0.00030000000000000003,37.286,0.00030000000000000003
2021-03-01,3.479,0.00030000000000000003,35.242,0.00030000000000000003
2021-03-02,3.71,0.00046009,38.186,0.00030000000000000003
2021-03-03,3.672,0.00095548,37.737,0.00059403
2021-03-04,3.829,0.00051881,39.622,0.00042192
2021-03-05,3.752,0.00030000000000000003,37.869,0.00030000000000000003
2021-03-06,3.693,0.00053674,37.439,0.00030000000000000003
2021-03-07,3.723,0.00060801,38.146,0.0006770700000000001
2021-03-08,3.835,0.00130854,39.337,0.0005911099999999999
2021-03-09,3.904,0.00284203,40.17,0.002974
2021-03-10,4.173,0.0027507499999999997,42.687,0.00313853
2021-03-11,3.994,0.00125421,40.936,0.00202527
2021-03-12,3.958,0.00110937,42.073,0.00247606
2021-03-13,3.786,0.00140696,39.926,0.00247385
2021-03-14,4.293,0.0033825599999999997,42.177,0.00455307
2021-03-15,3.927,0.0012996799999999999,39.604,0.00227357
2021-03-16,3.817,0.00133126,38.638,0.0012045900000000002
2021-03-17,4.072,0.00146495,40.851,0.0025189699999999997
2021-03-18,4.093,0.00266442,46.581,0.00486575
2021-03-19,4.15,0.00152588,43.723,0.00353545
2021-03-20,4.144,0.0028600099999999996,44.071,0.00463731
2021-03-21,4.337,0.00210137,43.104,0.00219272
2021-03-22,4.16,0.00129527,42.488,0.00317942
2021-03-23,4.082,0.00043502000000000005,40.7,0.0006678599999999999
2021-03-24,4.093,0.0009036199999999999,41.107,0.00206541
2021-03-25,3.692,0.00030568,39.502,0.00055771
2021-03-26,3.676,0.00079698,38.692,0.0007165299999999999
2021-03-27,4.192,0.00108171,41.75,0.00134296
2021-03-28,4.095,0.00139113,41.194,0.0030610100000000003
2021-03-29,4.113,0.00132558,44.843,0.00382073
2021-03-30,4.282,0.00190593,45.605,0.0045297
2021-03-31,4.345,0.00231373,45.023,0.00314425
2021-04-01,4.813,0.00388822,50.935,0.00477635
2021-04-02,5.607,0.00632864,52.417,0.00416756
2021-04-03,6.265,0.00472791,53.085,0.00593016
2021-04-04,5.417,0.0024542799999999997,50.759,0.00175983
2021-04-05,6.288,0.00330141,54.602,0.00301805
2021-04-06,6.704,0.00376719,59.163,0.004960259999999999
2021-04-07,6.655,0.00144742,63.06,0.00153709
2021-04-08,5.892,0.00220762,59.872,0.00216571
2021-04-09,6.451,0.00300922,63.432,0.00267654
2021-04-10,6.218,0.00466708,60.959,0.00423463
2021-04-11,6.626,0.0035465699999999998,61.783,0.00549317
2021-04-12,6.738,0.0033852500000000002,64.055,0.0055711300000000005
2021-04-13,6.486,0.00501417,64.685,0.00564111
2021-04-14,7.394,0.00490059,66.723,0.00695484
2021-04-15,7.681,0.00485209,69.318,0.00637217
2021-04-16,7.9,0.00523328,74.891,0.006129170000000001
2021-04-17,8.517,0.0044370699999999996,86.972,0.00610185
2021-04-18,7.794,0.00112921,94.068,0.0013012
2021-04-19,7.29,0.00030000000000000003,120.017,0.00126432
2021-04-20,6.606,0.00056223,109.223,0.00039014
2021-04-21,6.699,0.00074609,108.161,0.00040735
2021-04-22,6.323,0.00076836,96.96,0.00060151
2021-04-23,5.862,0.00030000000000000003,89.829,0.00030000000000000003
2021-04-24,5.573,0.00030000000000000003,86.093,0.00030000000000000003
2021-04-25,5.089,0.00033884,79.441,0.00030000000000000003
2021-04-26,5.002,0.00030000000000000003,79.511,0.00030000000000000003
2021-04-27,5.867,0.00030000000000000003,90.227,0.00030000000000000003
2021-04-28,6.066,0.00055539,94.152,0.00035654
2021-04-29,5.96,0.0008898,91.912,0.00053036
2021-04-30,5.899,0.00129919,89.543,0.0010324800000000001
2021-05-01,6.457,0.00163766,97.173,0.00246594
